"","medal_name","medal_subname","instituted","url"
"2979","Republic of Romania: Medal of Cultural Merit for Performing Arts","Medalia ""Meritul Cultural"", cat.D (arta spectacolului)","2000","https://medals.org.uk/romania/republic-romania/republic-romania066.htm"
"2980","Republic of Romania: Medal of Cultural Merit for National Cultural Heritage","Medalia ""Meritul Cultural"", cat.E (patrimoniul cultural national)","2000","https://medals.org.uk/romania/republic-romania/republic-romania067.htm"
"2981","Republic of Romania: Medal of Cultural Merit for the Promotion of Culture","Medalia ""Meritul Cultural"", cat.F (promovarea culturii)","2000","https://medals.org.uk/romania/republic-romania/republic-romania068.htm"
"2982","Republic of Romania: Medal of Cultural Merit for Religious Affairs","Medalia ""Meritul Cultural"", cat.G (cultele)","2000","https://medals.org.uk/romania/republic-romania/republic-romania069.htm"
"2983","Republic of Romania: Medal of Cultural Merit for Scientific Research","Medalia ""Meritul Cultural"", cat.H (cercetarea stiintifica)","2000","https://medals.org.uk/romania/republic-romania/republic-romania070.htm"
"2984","Republic of Romania: Medal of Cultural Merit for Architecture","Medalia ""Meritul Cultural"", cat.I (arhitectura)","2000","https://medals.org.uk/romania/republic-romania/republic-romania071.htm"
"2985","Republic of Romania: Medal of Diplomatic Merit","Medalia ""Meritul Diplomatic""","2000","https://medals.org.uk/romania/republic-romania/republic-romania027.htm"
"2986","Republic of Romania: Medal of Industrial and Commercial Merit","Medalia ""Meritul Industrial si Comercial""","31 March 2000","https://medals.org.uk/romania/republic-romania/republic-romania035.htm"
"2987","Republic of Romania: Medal of Educational Merit","Medalia ""Meritul pentru Învatamânt"" ","31 March 2000","https://medals.org.uk/romania/republic-romania/republic-romania036.htm"
"2988","Republic of Romania: Medal of Medical Merit","Medalia ""Meritul Sanitar""","31 March 2000","https://medals.org.uk/romania/republic-romania/republic-romania037.htm"
"2989","Republic of Romania: Medal of Sports Merit","Medalia ""Meritul Sportiv""","2000","https://medals.org.uk/romania/republic-romania/republic-romania072.htm"
"2990","Republic of Romania: Decoration of Honour of the Romanian Eagle","Semnul Onorific ""Vulturul Romaniei""","Unknown","https://medals.org.uk/romania/republic-romania/republic-romania041.htm"
"2991","Republic of Romania: Decoration for Service in the Armed Forces for Officers","Semnul Onorific ""În Serviciul Patriei"" pentru ofiteri si functionari publici cu statut special","Unknown","https://medals.org.uk/romania/republic-romania/republic-romania057.htm"
"2992","Republic of Romania: Decoration for Civilian Service","Semnul Onorific ""Rasplata Muncii in Serviciul Public""","Unknown","https://medals.org.uk/romania/republic-romania/republic-romania073.htm"
"2993","Republic of Romania: Decoration for Service in the Armed Forces for WOs and NCOs","Semnul Onorific ""În Serviciul Patriei"" pentru maistri militari, subofiteri si functionari publici cu statut special","Unknown","https://medals.org.uk/romania/republic-romania/republic-romania074.htm"
"2994","The Russian Federation: The Gold Star Medal of Hero of Russia","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+043E><U+043B><U+043E><U+0442><U+0430><U+044F> <U+0417><U+0432><U+0435><U+0437><U+0434><U+0430>"" <U+0413><U+0435><U+0440><U+043E><U+044F> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+043E><U+0439> 
<U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0446><U+0438><U+0438>","20 March 1992","https://medals.org.uk/russia/rf/rf003.htm"
"2995","The Russian Federation: Hero of Labour of the Russian Federation","<U+0413><U+0435><U+0440><U+043E><U+0439> <U+0422><U+0440><U+0443><U+0434><U+0430> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+043E><U+0439> <U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0446><U+0438><U+0438>","29 March 2013","https://medals.org.uk/russia/rf/rf263.htm"
"2996","The Russian Federation: Order of St Andrew","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0421><U+0432>. <U+0410><U+043F><U+043E><U+0441><U+0442><U+043E><U+043B><U+0430> <U+0410><U+043D><U+0434><U+0440><U+0435><U+044F> <U+041F><U+0435><U+0440><U+0432><U+043E><U+0437><U+0432><U+0430><U+043D><U+043D><U+043E><U+0433><U+043E>","1 July 1998","https://medals.org.uk/russia/rf/rf002.htm"
"2997","The Russian Federation: Order of St George","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0421><U+0432>. <U+0413><U+0435><U+043E><U+0440><U+0433><U+0438><U+044F>","8 August 2000","https://medals.org.uk/russia/rf/rf004.htm"
"2998","The Russian Federation: Order of Merit for the Fatherland","<U+041E><U+0440><U+0434><U+0435><U+043D> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+043F><U+0435><U+0440><U+0435><U+0434> <U+041E><U+0442><U+0435><U+0447><U+0435><U+0441><U+0442><U+0432><U+043E><U+043C>""","2 March 1994","https://medals.org.uk/russia/rf/rf005.htm"
"2999","The Russian Federation: Order of St Catherine the Great Martyr","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0421><U+0432><U+044F><U+0442><U+043E><U+0439> <U+0432><U+0435><U+043B><U+0438><U+043A><U+043E><U+043C><U+0443><U+0447><U+0435><U+043D><U+0438><U+0446><U+044B> <U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+044B>","3 May 2012","https://medals.org.uk/russia/rf/rf244.htm"
"3000","The Russian Federation: Order of Alexander Nevsky","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0410><U+043B><U+0435><U+043A><U+0441><U+0430><U+043D><U+0434><U+0440><U+0430> <U+041D><U+0435><U+0432><U+0441><U+043A><U+043E><U+0433><U+043E>","29 July 1942 as an award of the USSR, confirmed in the current order of precedence on 20 March 1992, and amended in 2010","https://medals.org.uk/russia/rf/rf034.htm"
"3001","The Russian Federation: Order of Friendship","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0414><U+0440><U+0443><U+0436><U+0431><U+044B>","2 March 1994","https://medals.org.uk/russia/rf/rf010.htm"
"3002","The Russian Federation: Order of Suvorov","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0421><U+0443><U+0432><U+043E><U+0440><U+043E><U+0432><U+0430>","29 July 1942 as an award of the USSR, confirmed in the current order of precedence in 1992","https://medals.org.uk/russia/rf/rf031.htm"
"3003","The Russian Federation: Order of Ushakov","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0423><U+0448><U+0430><U+043A><U+043E><U+0432><U+0430>","3 March 1944 as an award of the USSR, confirmed in the current order of precedence on 20 March 1992, revised 7 September 2009","https://medals.org.uk/russia/rf/rf032.htm"
"3004","The Russian Federation: The Order of Zhukov","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0416><U+0443><U+043A><U+043E><U+0432><U+0430>","9 May 1994","https://medals.org.uk/russia/rf/rf006.htm"
"3005","The Russian Federation: Order of Kutuzov","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+041A><U+0443><U+0442><U+0443><U+0437><U+043E><U+0432><U+0430>","29 July 1942 as an award of the USSR, confirmed in the current order of precedence on 20 March 1992, revised 7 September 2009","https://medals.org.uk/russia/rf/rf033.htm"
"3006","The Russian Federation: Order of Nakhimov","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+041D><U+0430><U+0445><U+0438><U+043C><U+043E><U+0432><U+0430>","3 March 1944 as an award of the USSR, confirmed in the current order of precedence in 1992","https://medals.org.uk/russia/rf/rf035.htm"
"3007","The Russian Federation: Order for Personal Courage","<U+041E><U+0440><U+0434><U+0435><U+043D> ""<U+0417><U+0430> <U+043B><U+0438><U+0447><U+043D><U+043E><U+0435> <U+043C><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E>""","1991.Discontinued: 1994, being replaced by the Order of Courage","https://medals.org.uk/russia/rf/rf025.htm"
"3008","The Russian Federation: Order of Courage","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+041C><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+0430>","2 March 1994","https://medals.org.uk/russia/rf/rf007.htm"
"3009","The Russian Federation: Order of Military Merit","<U+041E><U+0440><U+0434><U+0435><U+043D> ""<U+0417><U+0430> <U+0432><U+043E><U+0435><U+043D><U+043D><U+044B><U+0435> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438>""","2 March 1994","https://medals.org.uk/russia/rf/rf008.htm"
"3010","The Russian Federation: Order of Naval Merit","<U+041E><U+0440><U+0434><U+0435><U+043D> ""<U+0417><U+0430> <U+043C><U+043E><U+0440><U+0441><U+043A><U+0438><U+0435> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438>""","27 February 2002","https://medals.org.uk/russia/rf/rf030.htm"
"3011","The Russian Federation: Order of Honour","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+041F><U+043E><U+0447><U+0435><U+0442><U+0430>","2 March 1994","https://medals.org.uk/russia/rf/rf009.htm"
"3012","The Russian Federation: Order of People's Friendship","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0414><U+0440><U+0443><U+0436><U+0431><U+044B> <U+043D><U+0430><U+0440><U+043E><U+0434><U+043E><U+0432>","1992, to replace the USSR Order of Friendship of People.Discontinued: 1994 (replaced by the  Order of Friendship)","https://medals.org.uk/russia/rf/rf001.htm"
"3013","The Russian Federation: Order of Parental Glory","<U+043E><U+0440><U+0434><U+0435><U+043D><U+0430> ""<U+0420><U+043E><U+0434><U+0438><U+0442><U+0435><U+043B><U+044C><U+0441><U+043A><U+0430><U+044F> <U+0441><U+043B><U+0430><U+0432><U+0430>""","13 May 2008","https://medals.org.uk/russia/rf/rf143.htm"
"3014","The Russian Federation: Saint George's Cross","<U+0413><U+0435><U+043E><U+0440><U+0433><U+0438><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+041A><U+0440><U+0435><U+0441><U+0442>","20 March 1992","https://medals.org.uk/russia/rf/rf142.htm"
"3015","The Russian Federation: Decoration for Beneficence","<U+0417><U+043D><U+0430><U+043A> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+044F> <U+0417><U+0430> <U+0431><U+043B><U+0430><U+0433><U+043E><U+0434><U+0435><U+044F><U+043D><U+0438><U+0435>","3 May 2012","https://medals.org.uk/russia/rf/rf276.htm"
"3016","The Russian Federation: Decoration for Impeccable Service","<U+0417><U+043D><U+0430><U+043A> <U+041E><U+0442><U+043B><U+0438><U+0447><U+0438><U+044F> <U+0417><U+0430> <U+0411><U+0435><U+0437><U+0443><U+043F><U+0440><U+0435><U+0447><U+043D><U+0443><U+044E> <U+0421><U+043B><U+0443><U+0436><U+0431><U+0443>","2 March 1994","https://medals.org.uk/russia/rf/rf278.htm"
"3017","The Russian Federation: Medal of the Order of Merit for the Fatherland","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+043E><U+0440><U+0434><U+0435><U+043D><U+0430> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+043F><U+0435><U+0440><U+0435><U+0434> <U+041E><U+0442><U+0435><U+0447><U+0435><U+0441><U+0442><U+0432><U+043E><U+043C>""","2 March 1994","https://medals.org.uk/russia/rf/rf011.htm"
"3018","The Russian Federation: Medal for Bravery","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+0432><U+0430><U+0433><U+0443>""","2 March 1994","https://medals.org.uk/russia/rf/rf012.htm"
"3019","The Russian Federation: Medal of Suvarov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0421><U+0443><U+0432><U+043E><U+0440><U+043E><U+0432><U+0430>","2 March 1994","https://medals.org.uk/russia/rf/rf015.htm"
"3020","The Russian Federation: Medal of Ushakov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0423><U+0448><U+0430><U+043A><U+043E><U+0432><U+0430>","2 March 1994","https://medals.org.uk/russia/rf/rf016.htm"
"3021","The Russian Federation: Medal of Zhukov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0416><U+0443><U+043A><U+043E><U+0432><U+0430>","9 May 1994","https://medals.org.uk/russia/rf/rf022.htm"
"3022","The Russian Federation: Medal of Nesterov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+041D><U+0435><U+0441><U+0442><U+0435><U+0440><U+043E><U+0432><U+0430>","2 March 1994","https://medals.org.uk/russia/rf/rf017.htm"
"3023","The Russian Federation: Medal of Pushkin","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+041F><U+0443><U+0448><U+043A><U+0438><U+043D><U+0430>","9 May 1999","https://medals.org.uk/russia/rf/rf018.htm"
"3024","The Russian Federation: Medal for the Defender of Free Russia","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430><U+0449><U+0438><U+0442><U+043D><U+0438><U+043A><U+0443> <U+0421><U+0432><U+043E><U+0431><U+043E><U+0434><U+043D><U+043E><U+0439> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0438>""","2 June 1992","https://medals.org.uk/russia/rf/rf013.htm"
"3025","The Russian Federation: Medal for Distinguished Service in Defending Public Order","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+0435> <U+0432> <U+043E><U+0445><U+0440><U+0430><U+043D><U+0435> <U+043E><U+0431><U+0449><U+0435><U+0441><U+0442><U+0432><U+0435><U+043D><U+043D><U+043E><U+0433><U+043E> <U+043F><U+043E><U+0440><U+044F><U+0434><U+043A><U+0430>""","2 March 1994","https://medals.org.uk/russia/rf/rf020.htm"
"3026","The Russian Federation: Medal for Distinguished Service in Defending State Borders","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+0435> <U+0432> <U+043E><U+0445><U+0440><U+0430><U+043D><U+0435> <U+0433><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+0435><U+043D><U+043D><U+043E><U+0439> <U+0433><U+0440><U+0430><U+043D><U+0438><U+0446><U+044B>""","2 March 1994","https://medals.org.uk/russia/rf/rf019.htm"
"3027","The Russian Federation: Medal for Saving Life","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0441><U+043F><U+0430><U+0441><U+0435><U+043D><U+0438><U+0435> <U+043F><U+043E><U+0433><U+0438><U+0431><U+0430><U+0432><U+0448><U+0438><U+0445>""","2 March 1994","https://medals.org.uk/russia/rf/rf014.htm"
"3028","The Russian Federation: Medal for Merit in Agriculture","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0442><U+0440><U+0443><U+0434><U+044B> <U+043F><U+043E> <U+0441><U+0435><U+043B><U+044C><U+0441><U+043A><U+043E><U+043C><U+0443> <U+0445><U+043E><U+0437><U+044F><U+0439><U+0441><U+0442><U+0432><U+0443>""","10 March 2004","https://medals.org.uk/russia/rf/rf068.htm"
"3029","The Russian Federation: Medal for the Development of Railways","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0440><U+0430><U+0437><U+0432><U+0438><U+0442><U+0438><U+0435> <U+0436><U+0435><U+043B><U+0435><U+0437><U+043D><U+044B><U+0445> <U+0434><U+043E><U+0440><U+043E><U+0433>""","9 July 2007","https://medals.org.uk/russia/rf/rf070.htm"
"3030","The Russian Federation: Medal of Merit in the All-Russia Census","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+0432> <U+043F><U+0440><U+043E><U+0432><U+0435><U+0434><U+0435><U+043D><U+0438><U+0438> <U+0412><U+0441><U+0435><U+0440><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+043E><U+0439> <U+043F><U+0435><U+0440><U+0435><U+043F><U+0438><U+0441><U+0438> <U+043D><U+0430><U+0441><U+0435><U+043B><U+0435><U+043D><U+0438><U+044F>""","2002","https://medals.org.uk/russia/rf/rf029.htm"
"3031","The Russian Federation: Jubilee Medal for the 50th Anniversary of Victory in the Great Patriotic War","<U+042E><U+0431><U+0438><U+043B><U+0435><U+0439><U+043D><U+0430><U+044F> <U+043C><U+0435><U+0434><U+0430><U+043B><U+044C> ""50 <U+043B><U+0435><U+0442> <U+041F><U+043E><U+0431><U+0435><U+0434><U+044B> <U+0432> <U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0439> 
<U+041E><U+0442><U+0435><U+0447><U+0435><U+0441><U+0442><U+0432><U+0435><U+043D><U+043D><U+043E><U+0439> <U+0432><U+043E><U+0439><U+043D><U+0435> 1941-1945 <U+0433><U+0433>""","7 July 1993","https://medals.org.uk/russia/rf/rf021.htm"
"3032","The Russian Federation: Medal for 60 Years of Victory in the Great Patriotic War","60 <U+043B><U+0435><U+0442> <U+041F><U+043E><U+0431><U+0435><U+0434><U+044B> <U+0432> <U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0439> <U+041E><U+0442><U+0435><U+0447><U+0435><U+0441><U+0442><U+0432><U+0435><U+043D><U+043D><U+043E><U+0439> <U+0432><U+043E><U+0439><U+043D><U+0435> 1941-1945","28 February 2004","https://medals.org.uk/russia/rf/rf026.htm"
"3033","The Russian Federation: Jubilee Medal for the 300th Anniversary of the Russian Navy","<U+042E><U+0431><U+0438><U+043B><U+0435><U+0439><U+043D><U+0430><U+044F> <U+043C><U+0435><U+0434><U+0430><U+043B><U+044C> ""300 <U+043B><U+0435><U+0442> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+043E><U+043C><U+0443> <U+0444><U+043B><U+043E><U+0442><U+0443>""","10 February 1996","https://medals.org.uk/russia/rf/rf023.htm"
"3034","The Russian Federation: Medal for the 850th Anniversary of Moscow","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0412> <U+043F><U+0430><U+043C><U+044F><U+0442><U+044C> 850-<U+043B><U+0435><U+0442><U+0438><U+044F> <U+041C><U+043E><U+0441><U+043A><U+0432><U+044B>""","26 February 1997","https://medals.org.uk/russia/rf/rf024.htm"
"3035","The Russian Federation: Jubilee Medal for 100th Anniversary of the Trans-Siberian Railway","<U+042E><U+0431><U+0438><U+043B><U+0435><U+0439><U+043D><U+0430><U+044F> <U+043C><U+0435><U+0434><U+0430><U+043B><U+044C> ""100 <U+043B><U+0435><U+0442> <U+0422><U+0440><U+0430><U+043D><U+0441><U+0441><U+0438><U+0431><U+0438><U+0440><U+0441><U+043A><U+043E><U+0439> <U+043C><U+0430><U+0433><U+0438><U+0441><U+0442><U+0440><U+0430><U+043B><U+0438>""","27 June 2001","https://medals.org.uk/russia/rf/rf028.htm"
"3036","The Russian Federation: Medal for the 300th Anniversary of St. Petersburg","<U+0412> <U+043F><U+0430><U+043C><U+044F><U+0442><U+044C> 300-<U+043B><U+0435><U+0442><U+0438><U+044F> <U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433><U+0430>","19 February 2003","https://medals.org.uk/russia/rf/rf139.htm"
"3037","The Russian Federation: Jubilee Medal for 1000th Anniversary of Kazan","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0412> <U+043F><U+0430><U+043C><U+044F><U+0442><U+044C> 1000-<U+043B><U+0435><U+0442><U+0438><U+044F> <U+041A><U+0430><U+0437><U+0430><U+043D><U+0438>""","30 June 2005","https://medals.org.uk/russia/rf/rf069.htm"
"3038","The Russian Federation: Pilot-Cosmonaut of the Russian Federation","<U+041B><U+0435><U+0442><U+0447><U+0438><U+043A>-<U+043A><U+043E><U+0441><U+043C><U+043E><U+043D><U+0430><U+0432><U+0442> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+043E><U+0439> <U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0446><U+0438><U+0438>","20 March 1992","https://medals.org.uk/russia/rf/rf140.htm"
"3039","The Russian Federation: Honoured Military Navigator Of The Russian Federation","<U+0417><U+0430><U+0441><U+043B><U+0443><U+0436><U+0435><U+043D><U+043D><U+044B><U+0439> <U+0432><U+043E><U+0435><U+043D><U+043D><U+044B><U+0439> <U+0448><U+0442><U+0443><U+0440><U+043C><U+0430><U+043D> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+043E><U+0439> <U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0446><U+0438><U+0438>","20 March 1992","https://medals.org.uk/russia/rf/rf141.htm"
"3040","The Russian FederationMinistry of Defence: Medal for Distinction in Combat","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0417><U+0430> <U+0431><U+043E><U+0435><U+0432><U+044B><U+0435> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+044F>","31 March 2003","https://medals.org.uk/russia/rf/rf145.htm"
"3041","The Russian FederationMinistry of Defence: Medal for Military Valour","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0432><U+043E><U+0438><U+043D><U+0441><U+043A><U+0443><U+044E> <U+0434><U+043E><U+0431><U+043B><U+0435><U+0441><U+0442><U+044C>""","22 December 1999","https://medals.org.uk/russia/rf/rf037.htm"
"3042","The Russian FederationMinistry of Defence: Medal for Mine Clearing","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0440><U+0430><U+0437><U+043C><U+0438><U+043D><U+0438><U+0440><U+043E><U+0432><U+0430><U+043D><U+0438><U+0435>""","26 February 2002","https://medals.org.uk/russia/rf/rf042.htm"
"3043","The Russian FederationMinistry of Defence: Medal for Participation in the Bosnia-Kosovo Raid 12 June 1999","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0423><U+0447><U+0430><U+0441><U+0442><U+043D><U+0438><U+043A><U+0443> <U+043C><U+0430><U+0440><U+0448>-<U+0431><U+0440><U+043E><U+0441><U+043A><U+0430> 12 <U+0438><U+044E><U+043D><U+044F> 1999 <U+0433>. <U+0411><U+043E><U+0441><U+043D><U+0438><U+044F>-<U+041A><U+043E><U+0441><U+043E><U+0432><U+043E>""","11 February 2000","https://medals.org.uk/russia/rf/rf036.htm"
"3044","The Russian FederationMinistry of Defence: Medal for Strengthening of Brotherhood of Arms","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0443><U+043A><U+0440><U+0435><U+043F><U+043B><U+0435><U+043D><U+0438><U+0435> <U+0431><U+043E><U+0435><U+0432><U+043E><U+0433><U+043E> <U+0441><U+043E><U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+0430>""","3 January 1996.Amended: 5 March 200","https://medals.org.uk/russia/rf/rf040.htm"
"3045","The Russian FederationMinistry of Defence: Medal for Diligence in Performing Engineering Tasks","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0443><U+0441><U+0435><U+0440><U+0434><U+0438><U+0435> <U+043F><U+0440><U+0438> <U+0432><U+044B><U+043F><U+043E><U+043B><U+043D><U+0435><U+043D><U+0438><U+0438> <U+0437><U+0430><U+0434><U+0430><U+0447> <U+0438><U+043D><U+0436><U+0435><U+043D><U+0435><U+0440><U+043D><U+043E><U+0433><U+043E> <U+043E><U+0431><U+0435><U+0441><U+043F><U+0435><U+0447><U+0435><U+043D><U+0438><U+044F>""","18 June 2000","https://medals.org.uk/russia/rf/rf041.htm"
"3046","The Russian FederationMinistry of Defence: Medal for Distinguished Military Service","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+0435> <U+0432> <U+0432><U+043E><U+0435><U+043D><U+043D><U+043E><U+0439> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0435>""","27 March 1995, amended 5 March 2009","https://medals.org.uk/russia/rf/rf039.htm"
"3047","The Russian FederationMinistry of Defence: Medal ""200 Years of the Ministry of Defence""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""200 <U+043B><U+0435><U+0442> <U+041C><U+0438><U+043D><U+0438><U+0441><U+0442><U+0435><U+0440><U+0441><U+0442><U+0432><U+0443> <U+041E><U+0431><U+043E><U+0440><U+043E><U+043D><U+044B>""","2002","https://medals.org.uk/russia/rf/rf044.htm"
"3048","The Russian FederationMinistry of Defence: Medal ""For Merit In Upholding The Memory Of Fallen Defenders Of The Fatherland""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+0432> <U+0443><U+0432><U+0435><U+043A><U+043E><U+0432><U+0435><U+0447><U+0435><U+043D><U+0438><U+0438> <U+043F><U+0430><U+043C><U+044F><U+0442><U+0438> <U+043F><U+043E><U+0433><U+0438><U+0431><U+0448><U+0438><U+0445> <U+0437><U+0430><U+0449><U+0438><U+0442><U+043D><U+0438><U+043A><U+043E><U+0432> <U+041E><U+0442><U+0435><U+0447><U+0435><U+0441><U+0442><U+0432><U+0430>""","4 December 2007","https://medals.org.uk/russia/rf/rf155.htm"
"3049","The Russian FederationMinistry of Defence: Medal ""For Distinction during an Exercise""","","5 April 2014","https://medals.org.uk/russia/rf/rf268.htm"
"3050","The Russian FederationMinistry of Defence: Medal for Excellence In Military Education","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+043B><U+0438><U+0447><U+043D><U+043E><U+0435> <U+043E><U+043A><U+043E><U+043D><U+0447><U+0430><U+043D><U+0438><U+0435> <U+0432><U+043E><U+0435><U+043D><U+043D><U+043E><U+0433><U+043E> <U+043E><U+0431><U+0440><U+0430><U+0437><U+043E><U+0432><U+0430><U+0442><U+0435><U+043B><U+044C><U+043D><U+043E><U+0433><U+043E> <U+0443><U+0447><U+0440><U+0435><U+0436><U+0434><U+0435><U+043D><U+0438><U+044F> <U+0432><U+044B><U+0441><U+0448><U+0435><U+0433><U+043E> 
<U+043F><U+0440><U+043E><U+0444><U+0435><U+0441><U+0441><U+0438><U+043E><U+043D><U+0430><U+043B><U+044C><U+043D><U+043E><U+0433><U+043E> <U+043E><U+0431><U+0440><U+0430><U+0437><U+043E><U+0432><U+0430><U+043D><U+0438><U+044F> <U+041C><U+041E> <U+0420><U+0424>""","20 August 2007","https://medals.org.uk/russia/rf/rf154.htm"
"3051","The Russian FederationMinistry of Defence: Medal for Participation in the Military Victory Day Parade","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0423><U+0447><U+0430><U+0441><U+0442><U+0438><U+0435> <U+0412> <U+0412><U+043E><U+0435><U+043D><U+043D><U+043E><U+043C> <U+041F><U+0430><U+0440><U+0430><U+0434><U+0435> <U+0412> <U+0414><U+0435><U+043D><U+044C> <U+041F><U+043E><U+0431><U+0435><U+0434><U+044B>""","26 February 2010","https://medals.org.uk/russia/rf/rf243.htm"
"3052","The Russian FederationMinistry of Defence: Medal for Labour Valour","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0442><U+0440><U+0443><U+0434><U+043E><U+0432><U+0443><U+044E> <U+0434><U+043E><U+0431><U+043B><U+0435><U+0441><U+0442><U+044C>""","5 June 2000","https://medals.org.uk/russia/rf/rf038.htm"
"3053","The Russian FederationMinistry of Defence: Medal for the Return of the Crimea","","25 March 2014","https://medals.org.uk/russia/rf/rf267.htm"
